Outlet,St. type,Street,Number,Postal code,Latitude,Longitude,Municipality,Situation,Date
L´ART DE LES XUXES,CR,ROSSEND ARUS,76,08014,41.37092,2.13856,BARCELONA,Cierre definitivo por Covid,2020-11-23
BAR RTE LA TERTULIA,RB,POBLENOU,34,08005,41.39928,2.20374,BARCELONA,Abierto con normalidad,2021-04-28
L2 ETERNAL,CR,BRUC,80,08009,41.39393,2.17005,BARCELONA,Cerrado temporalmente por COVID,2021-04-28
LITTLE COREA,CR,VILLARROEL,107,08011,41.38531,2.15666,BARCELONA,Abierto con normalidad,2021-04-30
SNACKS  DRINKS.,CL,TRAVESSERA DE DALT,6,08024,41.40818,2.15128,BARCELONA,Abierto con normalidad,2021-04-29
CALEUCHE,CR,SANT PAU,116,08001,41.37616,2.16888,BARCELONA,Abierto con normalidad,2021-04-22
IIMN,CR,"COMTE D'URGELL",143,08036,41.38681,2.15238,BARCELONA,Cierre definitivo por Covid,2020-08-25
PAK TURCO,CR,TISSO,11,08016,41.44283,2.18443,BARCELONA,Abierto con normalidad,2020-12-01
WOK-STREET,PZ,SAGRADA FAMILIA,18,08013,41.40230,2.17419,BARCELONA,Abierto con normalidad,2021-04-29
RIAS DO MINYO,CR,CORSEGA,509,08025,41.40425,2.16959,BARCELONA,Abierto con normalidad,2021-04-22
ALIMENTACIO LLIBERTAT,CR,LLIBERTAT,26,08012,41.39986,2.16143,BARCELONA,Abierto con normalidad,2021-04-27
IMAGINE,CR,RAMON TURRO,204,08005,41.39959,2.20252,BARCELONA,Cerrado temporalmente por COVID,2021-02-24
ALIMENTACION MARINA,CR,MARINA,294,08025,41.40507,2.17368,BARCELONA,Abierto con normalidad,2021-04-27
KIOSCO FRIGO,AV,VALLCARCA,100,08023,41.41157,2.14530,BARCELONA,Cierre definitivo por Covid,2020-10-02
BARCELONA SUPERMERCAT,PZ,GARRIGO,16,08016,41.42909,2.18195,BARCELONA,Abierto con normalidad,2021-04-23
CAN VERMELL,CR,BUENOS AIRES,10,08029,41.39115,2.14530,BARCELONA,Abierto con normalidad,2021-04-23
ELIAS BOULANGER LONDRES,CL,LONDRES,70,08036,41.39197,2.14876,BARCELONA,Cierre definitivo por Covid,2020-10-06
FRANK FOUR,CR,GRAN VIA DE LES CORTS CATALANES,373,08015,41.37587,2.14992,BARCELONA,Abierto con normalidad,2021-04-29
RTE. NOU MEDITERRANI,RDA,SANT PERE,42,08010,41.39013,2.17578,BARCELONA,Abierto con normalidad,2021-04-29
BAR FIRE BUG,PS,SANT JOAN,23,08010,41.39290,2.17813,BARCELONA,Abierto con normalidad,2021-04-30
COLMADO HITA,PS,UNIVERSAL,31,08031,41.43744,2.16178,BARCELONA,Abierto con normalidad,2021-04-23
CLUB DAVID LLOYD TURO,AV,DIAGONAL,673,08028,41.38314,2.10782,BARCELONA,Abierto con normalidad,2021-04-21
BAR SORT,CR,ROCAFORT,110,08015,41.38036,2.15189,BARCELONA,Abierto con normalidad,2021-04-23
PETANCA CARMELO,CR,GRAN VISTA,25,08032,41.42034,2.16343,BARCELONA,Cerrado temporalmente por COVID,2021-04-20
GUSTOS BCN,CL,GRAN VIA DE LES CORTS CATALANES,373,08015,41.37587,2.14992,BARCELONA,Cerrado temporalmente por COVID,2021-03-11
KIOSKO PRENSA HANI,CR,ROGER DE LLURIA,37,08009,41.39223,2.17006,BARCELONA,Abierto con normalidad,2021-04-28
BAR CAF TROBAR-SE,CR,FELIP II,71,08027,41.41989,2.18765,BARCELONA,Abierto con normalidad,2021-04-27
SEMON,CL,GANDUXER,31,08021,41.39485,2.13764,BARCELONA,Abierto con normalidad,2021-03-05
"BAR O,PAZO",CR,SEPULVEDA,107,08015,41.38018,2.15842,BARCELONA,Abierto con normalidad,2021-04-29
SAFFRON BAR-RESTAURANTE,CR,ENRIC GRANADOS,24,08007,41.39010,2.15944,BARCELONA,Abierto con normalidad,2021-04-30
BAR LAMARO,CR,MENORCA,80,08020,41.42110,2.19893,BARCELONA,Abierto con normalidad,2021-04-27
DR.ZHANG,CL,SEPULVEDA,137,08011,41.38163,2.16039,BARCELONA,Abierto con normalidad,2021-04-22
BAR LA EXTRANYA PARELLA,CR,ARAGO,99,08015,41.38205,2.15144,BARCELONA,Abierto con normalidad,2021-04-27
LUNA SUPERMERCATS,AV,VALLCARCA,70,08023,41.41048,2.14678,BARCELONA,Abierto con normalidad,2021-04-16
PADEL FIRA,CR,FOC,2,08038,41.35332,2.13436,BARCELONA,Abierto con normalidad,2021-04-29
LA TERRASSA DE LAIGUAJOC,CR,COMTE BORRELL,21,08015,41.37645,2.16386,BARCELONA,Cierre definitivo por Covid,2021-03-10
TASFIA SUPERMERCAT,CR,VALENCIA,559,08026,41.40744,2.18305,BARCELONA,Cierre definitivo por Covid,Sin survey
RTE MISHIMA,CR,DOCTOR FLEMING,25,08017,41.39464,2.13478,BARCELONA,Abierto con normalidad,2021-04-29
FIORIO 1780,RB,POBLENOU,27,08005,41.39922,2.20366,BARCELONA,Abierto con normalidad,2021-04-26
OLIMPIC BAR,CR,JOAQUIN COSTA,25,08001,41.38206,2.16631,BARCELONA,Cerrado temporalmente por COVID,2021-03-11
CHUCHES QUÉ BIÉN,RB,"L'ONZE DE SETEMBRE",37,08030,41.43002,2.19219,BARCELONA,Abierto con normalidad,2021-04-23
EMPANAT,CR,MONLAU,60,08027,41.42495,2.19043,BARCELONA,Abierto con normalidad,2021-04-23
VIGO RESTAURANTE,CR,ARIBAU,27,08011,41.38707,2.16100,BARCELONA,Abierto con normalidad,2021-04-26
RTE CERV ALTA GALICIA,RB,POBLENOU,93,08005,41.40261,2.19915,BARCELONA,Abierto con normalidad,2021-04-26
QUE BO,CR,PEPE RUBIANES,12,08003,41.37830,2.18937,BARCELONA,Abierto con normalidad,2021-04-26
EL TALL IBERIC,CR,VALENCIA,637,08026,41.41172,2.18870,BARCELONA,Abierto con normalidad,2021-04-29
RTE. DON CURADO TASTING,RB,POBLENOU,125,08018,41.40436,2.19682,BARCELONA,Abierto con normalidad,2021-04-20
RTE IBERIA,CR,MARE DE DEU DE PORT,217,08038,41.35721,2.14386,BARCELONA,Abierto con normalidad,2021-04-29
RESTAURANT KAI XUAN,CR,ROGER DE FLOR,74,08013,41.39324,2.18000,BARCELONA,Abierto con normalidad,2021-04-22
FRANKFURT ROTHENBURG,PS,POTOSI,2,08030,41.44264,2.19836,BARCELONA,Cierre definitivo por Covid,Sin survey
CELLER DE TAPAS EDAR,CR,SARDENYA,211,08013,41.39957,2.17845,BARCELONA,Abierto con normalidad,2021-04-29
BAR CAFETERIA  MARAVILLA,RDA,SANT PERE,37,08010,41.39030,2.17623,BARCELONA,Abierto con normalidad,2021-04-21
MARILYN RESTAURANT,CR,GRAN DE SANT ANDREU,248,08030,41.43486,2.18962,BARCELONA,Abierto con normalidad,2021-04-27
BAR GRANJA II,CL,AUSONA,17,08033,41.45077,2.19217,BARCELONA,Abierto con normalidad,2020-10-05
BOUQUET,CR,ROGER DE LLURIA,35,08009,41.39223,2.17006,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR REST NOU-115,CR,VILLARROEL,115,08011,41.38554,2.15635,BARCELONA,Abierto con normalidad,2021-04-28
BAR PEL POL,CR,ARIBAU,312,08006,41.39912,2.14585,BARCELONA,Cierre definitivo por Covid,2021-03-05
RESTAURANT LA GRANOTA,CR,PADILLA,250,08013,41.40589,2.17694,BARCELONA,Cerrado estacional,Sin survey
FLORES BAR,RB,"L'ONZE DE SETEMBRE",44,08030,41.43015,2.19254,BARCELONA,Abierto con normalidad,2021-02-16
LA PATSA LAB,CL,ENRIC CASANOVAS,94,08016,41.44192,2.18084,BARCELONA,Abierto con normalidad,2021-04-30
EL GRAN AZUL,CR,COMTE BORRELL,134,08015,41.38249,2.15585,BARCELONA,Cierre definitivo por Covid,2020-09-16
KOMPRAS,CL,CONSTITUCIO,20,08014,41.36987,2.13735,BARCELONA,Abierto con normalidad,2021-04-30
PETIT PORT,CR,BRUC,84,08009,41.39436,2.16949,BARCELONA,Abierto con normalidad,2021-04-28
GAUDI BAKERY,CR,SARDENYA,298,08013,41.40211,2.17512,BARCELONA,Cierre definitivo por Covid,2020-09-17
CASA DE PIZZAS,CR,VERDI,35,08012,41.40395,2.15676,BARCELONA,Cierre definitivo por Covid,2020-09-14
LA NOVA FARGA,CR,ALMERIA,31,08014,41.37275,2.13860,BARCELONA,Abierto con normalidad,2021-04-23
BUENAS MIGAS DIAGONAL 197,AV,DIAGONAL,197,08018,41.40427,2.19142,BARCELONA,Abierto con normalidad,2021-03-30
SUPERMERCAT SUMA,CR,VILLARROEL,63,08011,41.38354,2.15897,BARCELONA,Abierto con normalidad,2021-04-28
AYLO APATS I DEGUSTACIO,CR,CIGNE,6,08012,41.40065,2.15407,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-29
BAR GASTRO BAR,CL,TISSO,8,08016,41.44283,2.18444,BARCELONA,Abierto con normalidad,2021-04-26
PIU PIZZA,CL,GRAN VIA DE LES CORTS CATALANES,633,08010,41.39141,2.17061,BARCELONA,Cierre definitivo por Covid,Sin survey
CAN VADOR ILLA,CR,DEU I MATA,69,08029,41.38881,2.13636,BARCELONA,Abierto con normalidad,2021-04-26
FAIR PLAY BAR,CR,FOC,2,08038,41.35332,2.13436,BARCELONA,Abierto con normalidad,2021-04-29
KIOSCO PRENSA Q-11,PS,GRACIA,51,08007,41.39243,2.16434,BARCELONA,Abierto con normalidad,2021-04-28
COLEGIO AMOR DE DIOS,CR,TEIDE,1,08031,41.42984,2.16953,BARCELONA,Cierre definitivo por Covid,2020-11-06
FUNDACIO ESPORTIVA LAIETA,CR,PINTOR RIBALTA,2,08028,41.37858,2.11501,BARCELONA,Abierto con normalidad,2021-04-27
MIL HOJAS,CR,MUNTANER,423,08021,41.40057,2.14088,BARCELONA,Cierre definitivo por Covid,2021-02-02
RTE BARRACA,PS,MARITIM BARCELONETA,1,08003,41.37898,2.19210,BARCELONA,Abierto con normalidad,2021-04-30
SUP. MERCAT RAMON CAJAL,CR,RAMON Y CAJAL,60,08012,41.40305,2.15936,BARCELONA,Abierto con normalidad,2021-04-29
GUELL Y SANDWICHPARK,AV,COLL DEL PORTELL,77,08024,41.41208,2.15039,BARCELONA,Cerrado estacional,2021-04-16
KIOSCO GRAN DE GRACIA,CL,GRAN DE GRACIA,1,08012,41.39787,2.15743,BARCELONA,Abierto con normalidad,2021-04-27
REDPIZZA GUIPUZCOA,RB,GUIPUSCOA,55,08020,41.41646,2.19705,BARCELONA,Abierto con normalidad,2021-04-26
RTE NICE SPAICE,CR,PUJADES,207,08005,41.40303,2.20247,BARCELONA,Abierto con normalidad,2021-04-28
MESDVI,CR,MARIA AGUILO,123,08005,41.40009,2.20501,BARCELONA,Cierre definitivo por Covid,2020-09-18
K. PRENSA CATEDRAL,AV,CATEDRAL,9,08002,41.38511,2.17637,BARCELONA,Abierto con normalidad,2021-04-20
BOMBONERIA SANTA CLARA,CR,LLIBRETERIA,8,08002,41.38314,2.17728,BARCELONA,Abierto con normalidad,2021-04-21
DULCES CAPRICHOS,CR,ROSSELLO,419,08025,41.40460,2.17236,BARCELONA,Cierre definitivo por Covid,2020-09-16
SERVICEN,AV,JOSEP TARRADELLAS,38,08029,41.38337,2.14268,BARCELONA,NS/NC,2021-04-29
SERVICEN,CL,GRAN VIA CARLES III,98,08028,41.38596,2.12735,BARCELONA,Abierto con normalidad,2021-02-03
SERVICEN,CR,MEDES,4,08023,41.41105,2.14666,BARCELONA,Abierto con normalidad,2021-03-04
MINAMO BARCELONA,CR,CONSELL DE CENT,360,08009,41.39434,2.17001,BARCELONA,Abierto con normalidad,2020-12-16
LA FABRICA,AV,SARRIA,15,08029,41.39000,2.14695,BARCELONA,Abierto con normalidad,2021-04-27
PIZZERIA LA GONDOLA,CR,DUERO,57,08031,41.43027,2.16334,BARCELONA,NS/NC,2021-04-26
LA POPULAR,CR,VIRGILI,85,08030,41.43228,2.19321,BARCELONA,Abierto con normalidad,2021-04-15
DOQ BARCELONA REST & COCTAIL BAR,CL,GRAN VIA DE LES CORTS CATALANES,629,08010,41.39118,2.17030,BARCELONA,Cerrado estacional,2020-11-23
BAR REST EL TOC,CR,EMILI ROCA,64,08016,41.43119,2.17817,BARCELONA,Cierre definitivo por Covid,2020-09-15
PANINO SILVESTRE,PZ,BONANOVA,3,08022,41.40670,2.13389,BARCELONA,Abierto con normalidad,2021-04-28
PALETS,AV,ICARIA,153,08005,41.39142,2.19708,BARCELONA,Cerrado estacional,Sin survey
ALIMENTACION ALI,CR,SELVA DE MAR,34,08019,41.40818,2.20991,BARCELONA,Abierto con normalidad,2021-04-28
TRAM - TRAM,CR,MAJOR DE SARRIA,121,08017,41.40078,2.12058,BARCELONA,Abierto con normalidad,2021-04-29
E.S PETROPORT MEROIL,CRT,SANT CUGAT,225,08035,41.42822,2.12776,BARCELONA,Abierto con normalidad,2021-04-20
BAR PAPPAPOMODORO,CR,JOSEP PLA,19,08019,41.40878,2.21592,BARCELONA,Abierto con normalidad,2021-04-29
SÚPER DEL BARRI,CL,CONVENI,1,08016,41.44310,2.18561,BARCELONA,Cierre definitivo por Covid,2021-03-26
PIZZERIA SAVONA,CR,CONSELL DE CENT,414,08009,41.39716,2.17376,BARCELONA,Cerrado temporalmente por COVID,2021-04-29
PALOSANTO,RB,RAVAL,26,08001,41.37795,2.16993,BARCELONA,Cerrado temporalmente por COVID,2021-03-11
RTE ATRIUM,CR,TANGER,162,08018,41.40521,2.19641,BARCELONA,Abierto con normalidad,2021-04-26
CAFÉ ESTAC.NEUCROISSANT LOC-3,PZ,PAISOS CATALANS,S/N,08014,41.37946,2.14129,BARCELONA,Abierto con normalidad,2021-04-29
BAR REST LA CHIMENEA,CR,RAMON TURRO,344,08019,41.40624,2.21129,BARCELONA,Abierto con normalidad,2021-04-29
SUPERMERCAT BUSH,VIA,LAIETANA,52,08003,41.38706,2.17467,BARCELONA,Abierto con normalidad,2021-04-21
KASHMIR ALIMENTACION,CR,GALILEU,18,08028,41.37637,2.13584,BARCELONA,Abierto con normalidad,2021-04-27
SUPERMERCAT CATALUNYA II,AV,DIAGONAL,367,08037,41.39716,2.16264,BARCELONA,Abierto con normalidad,2021-04-29
BAR 101,CR,SUGRANYES,101,08028,41.37151,2.13048,BARCELONA,Abierto con normalidad,2021-03-18
BAR GRAN TORINO,PZ,DUC DE MEDINACELI,6,08002,41.37812,2.17896,BARCELONA,Abierto con normalidad,2021-04-22
CAFE AND SNACKS,CL,"L'EQUADOR",47,08029,41.38624,2.13973,BARCELONA,Cierre definitivo por Covid,Sin survey
INSITU BCN BAR,CR,CORSEGA,248,08008,41.39352,2.15535,BARCELONA,Abierto con normalidad,2021-04-29
CANTINA,CR,TRAVESSERA DE GRACIA,291,08025,41.40574,2.16482,BARCELONA,Cierre definitivo por Covid,Sin survey
PASTISSERIA BADIA ROCA,RIE,BLANCA,41,08028,41.37431,2.12387,BARCELONA,Abierto con normalidad,2021-04-13
RINCON DE GALICIA,CR,EUROPA,34,08014,41.38753,2.13151,BARCELONA,Cierre definitivo por Covid,Sin survey
BODEGA 1900,CR,TAMARIT,91,08015,41.37544,2.15667,BARCELONA,Abierto con normalidad,2021-04-30
"SUPER CORCEGA, 370",CR,CORSEGA,370,08037,41.39886,2.16240,BARCELONA,Abierto con normalidad,2021-04-29
RODAMON BARCELONA HOSTEL,CR,CORSEGA,302,08008,41.39577,2.15829,BARCELONA,Cierre definitivo por Covid,2021-01-22
BAR NOU BIRRAS,CR,JOAQUIM VALLS,13,08016,41.44222,2.18343,BARCELONA,NS/NC,2021-04-29
YOUER SUSHI,AV,JOSEP TARRADELLAS,157,08029,41.39184,2.14388,BARCELONA,Abierto con normalidad,2021-04-27
LA VACA ATADA,CL,TRAVESSERA DE GRACIA,34,08021,41.39508,2.14796,BARCELONA,Abierto con normalidad,2021-04-27
CLANDESTINO,CR,ROSSELLO,378,08025,41.40454,2.17228,BARCELONA,Abierto con normalidad,2021-04-28
BELLEZZA CLUB BARCELONA,PS,JOAN DE BORBO COMTE DE BARCELONA,93,08039,41.37129,2.18770,BARCELONA,Abierto con normalidad,2021-04-27
PAPARAZZI,VIA,JULIA,201,08042,41.44520,2.17908,BARCELONA,Cerrado estacional,2021-04-29
FRANKFURT BALMES,CL,BALMES,412,08022,41.40654,2.13878,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-27
REST FASTUC,CL,OLIANA,14,08006,41.39851,2.14762,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
LOFT DEL BORN,PZ,COMERCIAL,2,08003,41.38592,2.18290,BARCELONA,Abierto con normalidad,2021-04-26
PESCADEA,CR,ARIBAU,100,08036,41.39018,2.15698,BARCELONA,Abierto con normalidad,2021-04-29
SUNOTEL CLUB CENTRAL,CR,VALENCIA,157,08011,41.38795,2.15692,BARCELONA,Abierto con normalidad,2021-04-26
ATRAPATS,CR,GRAN DE SANT ANDREU,431,08030,41.44051,2.18845,BARCELONA,Abierto con normalidad,2020-06-17
FORN MONTSERRAT,CR,MARINA,226,08013,41.40213,2.17758,BARCELONA,Cierre definitivo por Covid,Sin survey
BBQ EXPRESS,AV,SARRIA,33,08029,41.39034,2.14474,BARCELONA,Cerrado temporalmente por COVID,2021-04-26
PRONTO CAFE BAR,CL,TRAVESSERA DE LES CORTS,245,08014,41.38501,2.13207,BARCELONA,Abierto con normalidad,2021-04-13
SUPERMERCAT,CR,PERE IV,94,08005,41.39802,2.19383,BARCELONA,Abierto con normalidad,2021-04-27
"BAR MAKU'S",CR,PUJADES,121,08005,41.39926,2.19747,BARCELONA,Abierto con normalidad,2021-04-20
BAR TE APETECE,PS,PEIRA,25,08031,41.43179,2.16980,BARCELONA,Abierto con normalidad,2021-04-20
BAR CAFETERIA SARDENYA,CR,SARDENYA,536,08024,41.41282,2.16188,BARCELONA,Abierto con normalidad,2021-04-19
DORI DORI,CR,GRAN VIA DE LES CORTS CATALANES,859,08018,41.40710,2.19156,BARCELONA,Abierto con normalidad,2021-04-21
BAR RESTAURANT QU,CL,TRAVESSERA DE LES CORTS,136,08028,41.38112,2.12629,BARCELONA,Abierto con normalidad,2021-03-09
RAMEN BCN,CR,GIRONA,108,08009,41.39650,2.16893,BARCELONA,Abierto con normalidad,2020-08-13
AL TEU GUST,CR,ALELLA,5,08016,41.43145,2.18106,BARCELONA,Abierto con normalidad,2020-08-14
EVENTOS JE,CR,AÇORES,2,08027,41.42514,2.18917,BARCELONA,Abierto con normalidad,2021-03-16
FURAWA,CR,DIPUTACIO,379,08013,41.39693,2.17577,BARCELONA,Abierto con normalidad,2021-04-23
BAR BELEN,PS,SANT JOAN BOSCO,74,08017,41.39487,2.12694,BARCELONA,Abierto con normalidad,2021-04-27
CHIVUOS CDP CLARIANA,CL,CLARIANA,1,08030,41.44660,2.19857,BARCELONA,Abierto con normalidad,2021-04-26
BAR ESCORPIO,CL,ARGIMON,8,08032,41.42770,2.15635,BARCELONA,Cerrado temporalmente por COVID,2021-04-21
SUPER CLOT,CR,VALENCIA,603,08026,41.40952,2.18580,BARCELONA,Abierto con normalidad,2021-04-28
EL RACO DE BISCAIA,CR,BISCAIA,433,08027,41.42040,2.18227,BARCELONA,Abierto con normalidad,2021-04-27
ES FAVENCIA,VIA,FAVENCIA,207,08042,41.44543,2.17623,BARCELONA,Abierto con normalidad,2020-11-10
MESON LA MACARENA,CL,TORRENT DE CAN PIQUER,4,08016,41.43201,2.17888,BARCELONA,Abierto con normalidad,2021-04-28
BAR ALVAREZ,CR,VILAMARI,101,08029,41.38178,2.14544,BARCELONA,Abierto con normalidad,2021-04-28
LA BODEGA DEL SOL,PZ,SOL,2,08012,41.40140,2.15683,BARCELONA,Abierto con normalidad,2021-04-28
GRACIA SUPERMERCAT-3.,CR,"TORRENT DE L'OLLA",69,08012,41.40100,2.15864,BARCELONA,Abierto con normalidad,2021-04-29
NATA LISBOA,CR,MALLORCA,277,08037,41.39476,2.16380,BARCELONA,Cierre definitivo por Covid,Sin survey
FRUTAS CANVIS VELLS,CR,CANVIS VELLS,6,08003,41.38294,2.18219,BARCELONA,Abierto con normalidad,2021-03-12
THE COCONUT CLUB,CR,MARINA,19,08005,41.38722,2.19675,BARCELONA,Cerrado temporalmente por COVID,2021-04-27
BAR LICORS,CR,ROSSELLO,78,08029,41.38692,2.14884,BARCELONA,Abierto con normalidad,2021-04-29
RTE-PIZZERIA MANCORA,CR,GRAN VIA DE LES CORTS CATALANES,479,08015,41.38015,2.15559,BARCELONA,Abierto con normalidad,2021-04-29
BAR REST O PEIXE,CR,ARAGO,199,08011,41.38792,2.15924,BARCELONA,Abierto con normalidad,2021-04-26
BAR LA CUADRA,CR,PALAMOS,38,08033,41.44782,2.18514,BARCELONA,Abierto con normalidad,2021-04-29
TERRAZA MARTINEZ,CRT,MIRAMAR,38,08038,41.37085,2.17210,BARCELONA,Abierto con normalidad,2021-04-14
BAR MONTERO,CR,BONAPLATA,29,08034,41.39651,2.12275,BARCELONA,Cierre definitivo por Covid,2020-09-16
65 DEEGRENS,CL,DAVANT DEL PORTAL NOU,3,08003,41.38991,2.18069,BARCELONA,Abierto con normalidad,2021-04-22
ARTESPAÑOL,CR,PROVENÇA,271,08008,41.39558,2.16256,BARCELONA,Cerrado estacional,2020-10-29
MUTENRSHIA RAMEN,CR,SANT AGUSTI,10,08012,41.39831,2.16078,BARCELONA,Cierre definitivo por Covid,Sin survey
"GENA'S",CR,TAQUIGRAF GARRIGA,193,08029,41.39059,2.14026,BARCELONA,Abierto con normalidad,2021-04-26
CERVESERIA DEL ROSER,CR,ALI BEI,139,08013,41.39719,2.18569,BARCELONA,Abierto con normalidad,2021-04-21
VENDING BOXES 24 HORAS,CR,PORTAL DE SANTA MADRONA,10,08001,41.37653,2.17570,BARCELONA,Abierto con normalidad,2021-04-16
LA CUEVA DEL ANGEL,CR,ARAGO,370,08009,41.39732,2.17175,BARCELONA,Abierto con normalidad,2021-04-29
CHIFA MR. WOK,CR,CORSEGA,613,08025,41.40876,2.17560,BARCELONA,Abierto con normalidad,2021-04-28
MÓNACO LOUNGE SHISHA,CL,ENRIC CASANOVAS,30,08016,41.38341,2.16177,BARCELONA,Abierto con normalidad,2020-12-16
BAR RICARDO,CR,CARTELLA,31,08031,41.42772,2.17267,BARCELONA,Abierto con normalidad,2021-04-26
BAR EL CANDIL,CR,GRAN VIA DE LES CORTS CATALANES,246,08004,41.37054,2.14338,BARCELONA,Abierto con normalidad,2021-04-20
SASA BAR,CR,ARIBAU,318,08006,41.39941,2.14551,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
CAFE LABARNEDA,CR,PROVENÇALS,266,08020,41.41682,2.19627,BARCELONA,Abierto con normalidad,2021-04-26
CHALITO,RB,CATALUNYA,12,08007,41.38804,2.16762,BARCELONA,Abierto con normalidad,2021-04-29
RESTAURANTE PEPITO,PTG,DOMINGO,3,08007,41.39272,2.16256,BARCELONA,Abierto exclusivamente para take away/delivery,2021-04-26
"GABY'S HOT DOGS",AV,JOSEP TARRADELLAS,20,08029,41.38252,2.14263,BARCELONA,Abierto con normalidad,2021-04-29
"CIURI'S",CR,SANTA CREU,5,08024,41.40531,2.15662,BARCELONA,Abierto con normalidad,2021-04-30
EL CHIRINGUITO,CR,LLUC,9,08016,41.43847,2.17753,BARCELONA,Abierto con normalidad,2021-03-11
RINCON DEL CAZADOR,PS,MARE DE DEU DEL COLL,68,08023,41.41725,2.14742,BARCELONA,Abierto con normalidad,2021-04-22
SUPERMERCADO SUMA,CR,ROSSELLO,183,08036,41.39128,2.15465,BARCELONA,Abierto con normalidad,2021-04-27
MARY CAFETERIA DEGUSTACION,CR,LONDRES,26,08029,41.38888,2.14465,BARCELONA,Abierto con normalidad,2021-04-29
SUPER GANDUIXER,CR,GANDUXER,133,08022,41.40341,2.13097,BARCELONA,Abierto con normalidad,2021-04-22
BAR MONTSENY,CR,SENECA,25,08006,41.39673,2.15602,BARCELONA,Abierto con normalidad,2021-04-26
CAN ALEXANDRE BAR,CR,FELIP II,160,08027,41.42434,2.18177,BARCELONA,Abierto con normalidad,2021-04-23
SÚPER NOMI,AV,MERIDIANA,416,08030,41.43221,2.18336,BARCELONA,Abierto con normalidad,2021-04-23
"L'ANTIC COLMADO",PS,TORRAS I BAGES,46,08030,41.43840,2.19109,BARCELONA,Abierto con normalidad,2020-09-02
EL PIBE 6,RB,POBLENOU,41,08005,41.39966,2.20307,BARCELONA,Abierto con normalidad,2021-04-26
TABERNA DEL JON,CR,"L'AVENIR",57,08021,41.39460,2.14476,BARCELONA,Cierre definitivo por Covid,2020-09-03
BAR IBIZA,AV,PARAL.LEL,174,08015,41.37507,2.15529,BARCELONA,Cerrado estacional,2020-11-25
TOYAMA SUSHI,CR,MARINA,191,08013,41.40039,2.17954,BARCELONA,Cierre definitivo por Covid,Sin survey
BAR BODEGA EPI,CR,HUELVA,71,08020,41.41775,2.19666,BARCELONA,Abierto con normalidad,2021-04-26
TONGUE RAMEN,CR,DIPUTACIO,42,08015,41.37900,2.15188,BARCELONA,Cierre definitivo por Covid,2021-02-26
BAR LA PALMERA,CR,CASTILLEJOS,158,08013,41.40098,2.18559,BARCELONA,Abierto con normalidad,2021-04-29
SWAD REST. INDU,CR,SANCHO DE AVILA,171,08018,41.40364,2.19657,BARCELONA,Abierto con normalidad,2021-04-07
LA PACIENCIA BAR,RB,RAVAL,53,08001,41.37796,2.17048,BARCELONA,Abierto con normalidad,2021-04-29
LA INFORMAL HAMBURGUESERIA,RB,RAVAL,32,08001,41.37774,2.17019,BARCELONA,Abierto con normalidad,2021-04-29
ANGELA BAR - RTE,CR,NUMANCIA,38,08029,41.38275,2.13965,BARCELONA,Abierto con normalidad,2021-04-28
LA BODEGUETA DE VERDAGUER,CR,PROVENÇA,366,08037,41.39980,2.16815,BARCELONA,Abierto con normalidad,2021-04-21
LUCUMA Y CAMOTE,CR,ARIBAU,158,08036,41.39223,2.15427,BARCELONA,Abierto con normalidad,2021-04-27
PIZZERIA MUCHO GUSTO,CR,CASTILLEJOS,158,08013,41.40098,2.18559,BARCELONA,Cerrado temporalmente por COVID,2021-04-21
MENJAR FU,CR,CASTILLEJOS,158,08013,41.40098,2.18559,BARCELONA,Cerrado estacional,2021-03-24
CAFE TONET,CL,COLLBLANC,106,08028,41.37590,2.11464,BARCELONA,Cierre definitivo por Covid,Sin survey
SUPERMERCAT FRUITES,CR,CARDERS,15,08003,41.38631,2.18010,BARCELONA,Abierto con normalidad,2021-04-29
BAR GABARDI,CR,MURCIA,41,08027,41.41612,2.18997,BARCELONA,Abierto con normalidad,2021-04-22
PANNUS VILLARROEL,CR,VILLARROEL,181,08036,41.38879,2.15203,BARCELONA,Abierto con normalidad,2021-04-23
TAGLIATELLA,AV,DIAGONAL,557,08029,41.38999,2.13482,BARCELONA,Abierto con normalidad,2021-04-26
EL BOMBON,CR,MERCE,13,08002,41.38008,2.18030,BARCELONA,Abierto con normalidad,2021-04-27
EL GALL ENCANTAD,CR,CASTILLEJOS,158,08013,41.40098,2.18559,BARCELONA,Abierto con normalidad,2021-04-21
BAR AMPARITO,PS,VALLDAURA,26,08031,41.43769,2.15635,BARCELONA,Abierto con normalidad,2021-04-16
CAFEMANIA 2,CL,SALVADOR ESPRIU,61,08005,41.39012,2.19881,BARCELONA,Abierto con normalidad,2021-04-26
MARISQUERIA EL GALIO,CR,"L'AJUNTAMENT",11,08030,41.43562,2.19033,BARCELONA,Cierre definitivo por Covid,2021-02-03
SUPERMERCAT,AV,SARRIA,34,08029,41.39061,2.14287,BARCELONA,Abierto con normalidad,2021-04-26
RACO IBERIC,CR,VILLARROEL,173,08036,41.38841,2.15251,BARCELONA,Abierto con normalidad,2021-04-23
