nombre,cocina,direccion,rating,num_opiniones,precio
Al Jaima de Abou Khalil,LIBANÉS,"Carrer de València, 218, 08011, Barcelona",9.6,279,20
Pococlaro gastrobar,CATALÁN,"Carrer de Juan de Garay, 11, 08041, Barcelona",8.1,8,23
Tataki Ramen,ASIÁTICO,"Travessera de les Corts, 11, 08014, Barcelona",8.4,31,15
Grill restaurant,ASADOR,"Carrer de la Freneria, 5, 08002, Barcelona",9.1,1134,25
La parrilla gourmet,TURCO,"Gran Via de les Corts Catalanes, 274, 08004, Barcelona",8.3,23,20
Hiraya,JAPONÉS,"Carrer d'Ausiàs Marc, 127, 08013, Barcelona",9.4,112,20
Tucco Real Food Eixample,ITALIANO,"Carrer del Consell de Cent, 247, 08011, Barcelona",9.4,156,12
Lolo mes que vins,MEDITERRÁNEO,"Carrer de Riego, 18, 08014, Barcelona",9.1,282,20
VABOWL -Pionero en cocina al VAPOR-,ASIÁTICO,"Diputación, 139 Local, 08011, Barcelona",9.4,228,13
LAVICOCA · Bar de Vins,MEDITERRÁNEO,"Carrer Hostafrancs de Sió, 18, 08014, Barcelona",9.3,460,20
CLARIUS RESTAURANT,MEDITERRÁNEO,"Carrer de Sepúlveda, 159, 08011, Barcelona",9.4,186,20
Il Pomo d'Oro,ITALIANO,"Carrer del Rosselló, 239, 08008, Barcelona",9.1,2272,17
Pasa Tapas,MEDITERRÁNEO,"Carrer del Dr. Aiguader, 6, 08003, Barcelona",8.5,77,18
Tutu - Vietnamese Cuisine,VIETNAMITA,"Carrer del Clot, 31, 08018, Barcelona",9.1,222,15
Pulpería Can Lampazas - Buenos Aires,GALLEGO,"Carrer de Buenos Aires, 2, 08029, Barcelona",9.4,2448,30
Level,MEDITERRÁNEO,"Carrer del Rosselló, 206, 08008, Barcelona",8.5,58,15
Little Corea,COREANO,"Carrer de Villarroel, 107, 08011, Barcelona",9.3,363,20
El Chato,VASCO,"Gran Via de Les Corts Catalanes, 697, 08013, Barcelona",9.1,629,24
Da Paolo,ITALIANO,"Avenida Madrid, 73, 08028, Barcelona",9.4,208,25
Maison Carne,€,"Carrer de Mallorca, 204, 08036, Barcelona",9.7,265,25
L'Arròs - Passeig Joan de Borbó,MEDITERRÁNEO,"Passeig Don Joan Borbó Comte Barcelona, 12, 08003, Barcelona",8.8,516,25
Le Romane,Welcome,"Carrer de Muntaner, 103, 08036, Barcelona",9.5,1010,20
La Triunfal,MEDITERRÁNEO,"Passeig de Sant Joan, 4, 08010, Barcelona",8.6,932,25
Ekubo,AUTOR,"Carrer Comte d'Urgell, 108, 08011, Barcelona",9.4,425,40
Kibotaberna,JAPONÉS,"Carrer de Sant Eusebi, 38, 08006, Barcelona",9.4,457,40
ApriBocca,€,"Plaça de Sant Bernat Calbó, 6, 08005, Barcelona",9.5,1240,15
SAGARDI BCN Gòtic,VASCO,"Carrer de l'Argenteria, 62, 08003, Barcelona",9.4,380,45
Taquerías Tamarindo,MEXICANO,"Carrer d´Aragó, 236, 08007, Barcelona",9.5,252,15
El Rebost de Sant Antoni,MEDITERRÁNEO,"Carrer del Comte d'Urgell, 19, 08011, Barcelona",9.5,1227,25
Ají,JAPONÉS,"Carrer de la Marina, 19, 08005, Barcelona",9.4,1118,35
Bimba's,ITALIANO,"Carrer de Flos i Calcat, 18, 08034, Barcelona",8.9,7084,25
Vía Margutta,Welcome,"C/ Fonollar, 2, 08003, Barcelona",9.2,2130,22
Foz,MEDITERRÁNEO,"C/ Diputació, 174, 08011, Barcelona",9.2,805,25
Agüita wine,Welcome,"Carrer de la Volta d'en Colomines, 2, 08003, Barcelona",9.4,34,17
Quinoa Aragó Vegetarià,VEGETARIANO,"Carrer d'Aragó, 209, 08011, Barcelona",9.0,1040,80
Speakeasy,ESPAÑOL,"C/ Aribau, 162, 08036, Barcelona",9.3,353,25
Montesquiu,ESPAÑOL,"C/ Mandri, 56, 08022, Barcelona",9.0,919,"[20, 24, 25, 25, 25, 20, 25, 40, 40, 15, 45, 15, 25, 35, 25, 22, 25, 17, 80, 25]"
Ventuno Bar,MEDITERRÁNEO,"Carrer de l'Or, 21, 08012, Barcelona",9.6,934,15
La Tata,MEDITERRÁNEO,"Carrer de Calàbria, 69, 08015, Barcelona",9.4,6091,40
Jerusalem,ÁRABE,"Carrer de l'Escar, 14, 08039, Barcelona",8.6,46,20
Ukai - Manuel Girona,JAPONÉS,"Passeig de Manuel Girona, 42, 08034, Barcelona",8.5,26,20
Kenji sushi & bar,JAPONÉS,"Carrer de Sepúlveda, 3, 08015, Barcelona",8.3,8,15
Terra Galega,GALLEGO,"Carrer de Sants, 238, 08028, Barcelona",8.5,16,26
Kiltro Restobar,FUSIÓN,"Carrer del Montseny, 13, 08012, Barcelona",9.5,417,20
Verdi Dinou,MEDITERRÁNEO,"Carrer de Verdi, 19, 08012, Barcelona",9.7,58,20
Podonamu,COREANO,"Carrer de València, 164, 08011, Barcelona",9.4,65,15
El Deliciós - Comida Etíope,ETÍOPE,"Carrer de Alegre de Dalt, 6, 08024, Barcelona",8.6,422,15
La Bacardina,CATALÁN,"Carrer de Santa Amàlia, 38, 08031, Barcelona",8.6,516,18
Ramen Dou,JAPONÉS,"Carrer Comtal, 11, 08002, Barcelona",9.4,9,15
Especiarium Bar,MEDITERRÁNEO,"Carrer de la Princesa, 29, 08003, Barcelona",8.1,12,15
JOY JAPONES BUFFET,JAPONÉS,"C. d'Aragó, 193, 08011, Barcelona",9.0,681,15
Pasta market express,ITALIANO,"Carrer d'Europa, 34, 08028, Barcelona",9.4,48,9
Ramen Kuma,JAPONÉS,"Carrer de Sardenya, 178, 08013, Barcelona",8.3,490,15
Tapa Tapa - Passeig de Gracia,MEDITERRÁNEO,"Passeig de Gràcia, 44, 08007, Barcelona",8.3,168,11
Lascar 74,MARISQUERÍA,"Carrer del Roser, 74, 08004, Barcelona",9.3,655,17
Mesón Jesus,MEDITERRÁNEO,"Carrer dels Cecs de la Boqueria, 4, 08002, Barcelona",0.0,0,20
SantaBel,MEDITERRÁNEO,"Carrer de París, 67, 08029, Barcelona",9.0,2365,30
Margherita,ITALIANO,"C/ Rosselló, 253, 08008, Barcelona",9.2,632,22
Indochine Ly Leap,AUTOR,"C/ Muntaner, 82, 08011, Barcelona",8.8,2926,50
Txalaparta,VASCO,"C/ Sants 146 - 152, 08028, Barcelona",9.0,219,27
Can Pizza - Sagrada Família,INSIDER,"Passatge de Simó, 21, 08025, Barcelona",9.5,1089,18
San Pedrito,MEXICANO,"Carrer de la Fusina, 6, 08003, Barcelona",9.5,619,20
"Lasun, Gastronomía Nepalí",ASIÁTICO,"Carrer d'Aragó, 397, 08013, Barcelona",9.4,659,14
Madame,ASIÁTICO,"Carrer d'En Robador, 22, 08001, Barcelona",9.4,744,20
Tapa Tapa - Glòries,MEDITERRÁNEO,"Plaça de les Glòries Catalanes, 10, 08013, Barcelona",8.5,108,11
Asian ways Gotico,ASIÁTICO,"Carrer de Julià Portet, 6, 08002, Barcelona",9.4,1808,15
La Republica del Taco,MEXICANO,"Carrer de Sant Quintí, 30, 08026, Barcelona",9.4,80,15
Il Mercante Di Venezia,ITALIANO,"Carrer de Josep Anselm Clavé, 11, 08002, Barcelona",9.4,1912,24
SpaccaNapoli BCN,ITALIANO,"Carrer del Rec Comtal, 6, 08003, Barcelona",9.6,905,15
Pancomido,MEDITERRÁNEO,"Carrer del Dr. Fleming, 23, 08017, Barcelona",9.2,133,20
Buon Appetito,€,"Av. del Marquès de l'Argentera, 19, 08003, Barcelona",9.3,576,15
Pelai by Eboca Restaurant,CATALÁN,"Carrer de Pelai, 28, 08001, Barcelona",9.1,180,18
Coure,MEDITERRÁNEO,"Passatge de Marimon, 20, 08021, Barcelona",9.3,278,65
Mako,JAPONÉS,"Carrer del Consell de Cent, 255, 08011, Barcelona",9.3,1732,25
L'aliança Les Corts,GALLEGO,"Carrer de Nicaragua, 140, 08029, Barcelona",7.9,18,25
#Más Que México,MEXICANO,"Carrer Font de Canyelles 8, 08016, Barcelona",9.6,28,18
Espai Quera,CATALÁN,"Carrer de Petritxol, 2, 08002, Barcelona",0.0,12,20
El plato rico,MEDITERRÁNEO,"Carrer de Sant Antoni Maria Claret, 151, 08025, Barcelona",6.5,4,15
Tragaldabas Restaurante,MEDITERRÁNEO,"Carrer de Mallorca, 96, 08029, Barcelona",9.4,60,35
Tapa Tapa Xiringuito,MEDITERRÁNEO,"Carrer de Pontevedra, 56, 08003, Barcelona",8.1,63,11
Vinateria rosaluna,ESPAÑOL,"Carrer de Floridablanca, 5, 08015, Barcelona",9.0,272,15
The Fresh Poke- Travessera,JAPONÉS,"Travessera de Gràcia, 90, 08006, Barcelona",9.2,289,14
Magnaroma,Welcome,"Carrer de Còrsega, 47, 08029, Barcelona",9.0,280,15
Guayoyo,Welcome,"Plaça del Camp, 2, 08022, Barcelona",8.1,39,15
Agust,ESPAÑOL,"Carrer del Parlament, 54, Barcelona, Spain, 08015, Barcelona",8.7,2155,45
Buenos Aires Grill Eixample,ARGENTINO,"C/ València, 189, 08011, Barcelona",9.2,2269,27
Rakumi,JAPONÉS,"Carrer Ample, 50, 08002, Barcelona",8.3,713,20
Esthvan,MARISQUERÍA,"C/ Palència, 45 - esquina C/Honduras, 08027, Barcelona",9.3,179,34
Obe Restaurant,ITALIANO,"Plaza de Santa Catalina, 1, 08003, Barcelona",9.5,351,25
Cata Born by Catacroquet,MEDITERRÁNEO,"Carrer de la Pescateria, 6, 08003, Barcelona",8.5,33,24
Entre Catas,ESPAÑOL,"Carrer de Huelva, 47, 08020, Barcelona",9.4,104,25
La Adelita Botanero,MEXICANO,"Carrer de Muntaner, 100, 08036, Barcelona",9.1,2834,20
Diegos Bar Restaurant,ESPAÑOL,"Avinguda Meridiana, 127, 08026, Barcelona",9.4,277,20
Rincón del Norte,GALLEGO,"Carrer de Joan Güell, 107, 08028, Barcelona",8.2,1099,19
Antic Bocoi del Gotic,CATALÁN,"Baixada de Viladecols, 3, 08002, Barcelona",9.3,761,20
Transilvania,ESTE,"Carrer de Provença, 99, 08029 Barcelona, Spain, 08029, Barcelona",9.2,566,20
L'Osteria del Contadino,ITALIANO,"C/ Saragossa, 123, 08006, Barcelona",9.3,294,29
Can Fusté,MEDITERRÁNEO,"Gran Via de Carles III, 50-52, 08028, Barcelona",9.1,193,50
Italian Ocean,ITALIANO,"Carrer de la Jonquera, 4, 08005, Barcelona",8.2,21,15
Roma,€,"C. de Mallorca, 12, 08014, Barcelona",7.8,24,20
Buena morena,MEXICANO,"Carrer d'Aragó, 122, 08015, Barcelona",9.4,656,20
Restaurant Gaudeix,MEDITERRÁNEO,"Avinguda de Gaudí, 52, 08025, Barcelona",7.8,27,17
INKA BURG,MEDITERRÁNEO,"Avinguda de la República Argentina, 17, 08023, Barcelona",9.3,46,15
Open Bar,MEDITERRÁNEO,"Carrer de Roger de Llúria, 155, 08037, Barcelona",0.0,0,15
Japon Jamon Arenas,MEDITERRÁNEO,"Gran Via de les Corts Catalanes, 390, 08015, Barcelona",7.5,11,14
Kibera Senses,JAPONÉS,"Plaça del Sortidor, 18, 08004, Barcelona",9.1,355,20
TENDIEZ - Hotel Pullman Barcelona Skipper,MEDITERRÁNEO,"Av. del Litoral, 10, 08005, Barcelona",9.6,1100,39
Akashi Gallery,JAPONÉS,"Carrer del Rosselló, 197, 08036, Barcelona",9.1,302,25
La Barra de Carles Abellan,MEDITERRÁNEO,"Plaça de la Rosa del Vents, 1 - Final Passeig de Joan de Borbó, 08039, Barcelona",9.6,515,60
La Llotja - El Nacional BCN,MEDITERRÁNEO,"Passeig de Gràcia, 24 Bis, 08007, Barcelona",9.2,102,40
Pulpería Can Lampazas,GALLEGO,"Av. del Paraŀlel, 159, 08004, Barcelona",9.2,4628,30
La Garriga,CATALÁN,"C/ Mallorca, 272, 08037, Barcelona",9.1,178,28
Un Capítol de Vietnam,VIETNAMITA,"Carrer de Nàpols, 266, 08025, Barcelona",8.9,1027,20
MonDoré,MEDITERRÁNEO,"C/ Floridablanca, 3, 08015, Barcelona",8.9,520,23
Rossini,Welcome,"Plaça Reial, 13, 08002, Barcelona",9.1,302,25
Nakashita,JAPONÉS,"C/ Rec Comtal, 15, 08003, Barcelona",8.9,1062,33
Fucsia,MEDITERRÁNEO,"C/ Laforja, 134, 08021, Barcelona",7.5,2211,19
Ándele París,MEXICANO,"Carrer de París, 147, 08036, Barcelona",9.4,914,24
La Terraza del Claris - Hotel Claris,MEDITERRÁNEO,"C/ Pau Claris, 150, 08009, Barcelona",9.4,2237,55
9 Reinas - Barcelona,ARGENTINO,"Carrer de València, 267, 08007, Barcelona",9.4,1964,44
Gandhi Executive Food,INDIO,"C/ del Comte Borrell, 160, 08015, Barcelona",9.2,186,20
Gastrobar Pipa,MEDITERRÁNEO,"Carrer de Llull, 159, 08005, Barcelona",9.0,230,20
Zafra,MEDITERRÁNEO,"Carrer de Girona, 84, 08009, Barcelona",7.8,104,23
Arrosseria Xàtiva Sant Antoni,ARROCERÍA,"Carrer de Muntaner, 6, 08011, Barcelona",9.0,336,30
Marina - Hotel Arts Barcelona,MEDITERRÁNEO,"Carrer de la Marina, 19, 08005, Barcelona",8.9,27,30
Vaho,ASIÁTICO,"Plaça de la Sagrada Família, 21, 08013, Barcelona",8.4,341,14
La Turuleca,PERUANO,"Carrer d'Arizala, 5, 08028, Barcelona",9.0,1397,25
Les Finestres de Llúria by Eboca Restaurant,CATALÁN,"Carrer de Roger de Llúria, 60, 08009, Barcelona",9.0,222,20
"Sagués ""Il Ristorante""",INSIDER,"C/ Sagués, 25, 08021, Barcelona",9.2,8952,30
Brasería Piras,CATALÁN,"C/ Montseny, 10, 08012, Barcelona",9.1,1086,15
Avenir restaurant,CATALÁN,"Carrer de l'Avenir, 72, 08021, Barcelona",9.7,15,35
Brunch & Bakery,AMERICANO,"Carrer de Déu i Mata 50/52, 08029, Barcelona",9.3,147,15
Café Pendiente Brunch & Drinks,MEDITERRÁNEO,"Carrer del Rosselló, 152, 08036, Barcelona",9.3,220,16
Audaz,MEDITERRÁNEO,"Ronda de Sant Pere, 12, 08010, Barcelona",7.9,66,25
Otra - Cosa Taberna,MEDITERRÁNEO,"Carrer Gran de Sant Andreu, 45, 08030, Barcelona",9.2,125,30
La Conservera,MEDITERRÁNEO,"Avenir 44, 08021, Barcelona",9.1,33,20
Merquén,LATINO,"Carrer del Rector Triadó, 72, 08014, Barcelona",9.2,134,25
Churruca 5,MEDITERRÁNEO,"Carrer de l'Almirall Churruca, 5, 08003, Barcelona",9.8,77,15
La Gambeta,ARROCERÍA,"Carrer de la Fusina, 3, 08003, Barcelona",9.3,4296,30
Biocenter,VEGETARIANO,"C/ Pintor Fortuny, 25, 08001, Barcelona",9.2,1904,19
Ipar-Txoko,VASCO,"C/ Mozart, 22, 08012, Barcelona",9.1,222,31
Thai Barcelona | Royal Cuisine,TAILANDÉS,"Carrer de la Diputació, 273, 08007, Barcelona",8.9,2509,27
Sumac & Mambo,MEDITERRÁNEO,"Carrer d'Enric Granados, 30, 08007, Barcelona",9.1,23,30
PALO VERDE,MEDITERRÁNEO,"Carrer de Còrsega, 232, 08036, Barcelona",9.5,101,30
Tucco Real Food Born,ITALIANO,"Carrer del Consolat de Mar, 23, 08003, Barcelona",9.5,121,12
Bocca di Bonifacio - Ausiàs Marc,ITALIANO,"Carrer d'Ausiàs Marc, 43, 08010, Barcelona",9.2,419,20
Mariscco - Córcega,MARISQUERÍA,"Carrer de Còrsega, 272, 08008, Barcelona",9.2,282,30
Bistrot del Mercado,MEDITERRÁNEO,"Carrer de Balboa, 16, 08003, Barcelona",8.3,572,25
Castell de Xativa,ARROCERÍA,"Carrer de València, 360, Barcelona, Spain, 08009, Barcelona",9.2,424,28
Iôsif,MEDITERRÁNEO,"Carrer de Margarit, 27, 08004, Barcelona",8.0,5,20
San Miguel,ESPAÑOL,"Carrer del Pas de l'Ensenyança, 2, 08002, Barcelona",9.0,740,25
La Lolita,MEDITERRÁNEO,"Rambla de Catalunya, 27, 08007, Barcelona",9.0,2036,25
Citrus,MEDITERRÁNEO,"Passeig de Gràcia, 44 (1ª planta), 08007, Barcelona",9.2,706,25
Bo de Boqueria,MEDITERRÁNEO,"Carrer Petxina, 5, 08001, Barcelona",8.8,416,25
Meluka,JAPONÉS,"Carrer de la Creu Coberta, 33, 08014, Barcelona",0.0,0,20
Tiflis Restaurant,YUMS,"C. del Consell de Cent, 487, Barcelona, Spain, 08013, Barcelona",0.0,0,20
Una mica d'Oli,YUMS,"Carrer d'Alfons XII, 94, 08006, Barcelona",0.0,0,15
Leblon Restaurant,MEDITERRÁNEO,"Carrer d'Angel Guimerà, 14, 08017, Barcelona",0.0,0,25
Bocata Factory,MEDITERRÁNEO,"Carrer d'Alfons XII, 77, 08006, Barcelona",0.0,0,15
El Felino,ITALIANO,"Carrer de la Marina, 269, 08025, Barcelona",8.5,75,15
La Paella de Su,MEDITERRÁNEO,"Avinguda Diagonal, 436, 08037, Barcelona",9.1,94,30
Fan Dim Sum,CHINO,"Carrer de Laforja, 128, 08021, Barcelona",9.1,383,20
Il Ristorante della Nonna Dora,ITALIANO,"Carrer Gran de Sant Andreu, 154, 08030, Barcelona",9.1,347,20
All you eat is love,VEGETARIANO,"Carrer de la Marina, 52, 08005, Barcelona",9.3,66,18
Acqua&Farina,ITALIANO,"Carrer de la Maquinista, 52, 08003, Barcelona",9.0,276,20
Kurz & Gut - Gaudí,FRANCÉS,"Av. de Gaudí, 5, 08025, Barcelona",9.1,70,17
Gouthier Bar de Ostras,MEDITERRÁNEO,"Carrer de Mañé i Flaquer, 8, 08017, Barcelona",9.0,293,25
Taberna Los Olivares,MEDITERRÁNEO,"Carrer de les Corts, 7, 08028, Barcelona",9.1,45,25
CocoVail Beer Hall,INTERNACIONAL,"Carrer d'Aragó, 284, 08009, Barcelona",9.3,332,20
Mayura,INDIO,"C/ Girona, 57, 08009, Barcelona",9.4,2294,25
Giorgio Barcelona,ITALIANO,"Carrer d'Ausiàs Marc, 3, 08010, Barcelona",9.3,87,20
Mechitasour,PERUANO,"Carrer de Sant Joan de Malta, 48, 08018, Barcelona",9.4,69,35
La Tagliatella - Travessera de Gracia,€,"Travessera de Gracia, 87, 08021, Barcelona",9.2,483,18
La Carassa,CATALÁN,"C/ Brosolí, 1, 08003, Barcelona",9.2,237,41
La Lubina,ARROCERÍA,"C/ Viladomat, 257, 08029, Barcelona",9.2,351,30
Calabrasa,CATALÁN,"Passeig del Born, 27, 08003, Barcelona",9.0,1122,30
Tacos 16,MEXICANO,"Carrer de Manuel de Falla, 16, 08034, Barcelona",0.0,0,15
DERA,INDIO,"Carrer de Salvà, 10, 08004, Barcelona",9.7,10,15
Corte & Brasa,ARGENTINO,"Carrer del Comandant Benítez, 20, 08028, Barcelona",9.1,189,22
Timesburg Les Corts,AMERICANO,"Carrer de Nicaragua, 137, 08029, Barcelona",9.0,12,13
Timesburg Sant Pau,AMERICANO,"Carrer del Rosselló, 520, 08026, Barcelona",8.9,17,12
La Piazzetta GranVia,ITALIANO,"Gran Via de les Corts Catalanes, 566, 08018, Barcelona",9.2,45,20
Noodle rice,ASIÁTICO,"Gran Via de les Corts Catalanes, 298, 08004, Barcelona",9.4,18,15
Entre Tapes - Manso,MEDITERRÁNEO,"Carrer de Calàbria, 23, 08015, Barcelona",9.4,21,15
La Tagliatella - Ronda Universitat,ITALIANO,"Ronda de la Universitat, 31, 08007, Barcelona",9.0,245,18
Milo Grill,ARGENTINO,"C/ Balmes, 127, 08008, Barcelona",8.8,7344,25
Casa Fernández,ESPAÑOL,"C/ Santaló, 46, 08021, Barcelona",9.3,286,30
Jaizkibel,VASCO,"C/ Sicilia, 180, 08013, Barcelona",8.8,148,29
CentOnze - Hotel Le Méridien,MEDITERRÁNEO,"La Rambla, 111, 08002, Barcelona",0.0,0,28
Lilo cafe,VEGETARIANO,"Carrer de la Diputació, 443, 08013, Barcelona",9.4,138,15
Eroica Caffè Barcelona,ITALIANO,"Carrer del Consell de Cent, 350, 08009, Barcelona",9.4,93,30
De Cupé,PERUANO,"Avinguda Meridiana, 211, 08027, Barcelona",9.6,1830,25
Restaurant Balmes 159,MEDITERRÁNEO,"Carrer de Balmes, 159, 08008, Barcelona",0.0,0,25
Luna de Istanbul,INDIO,"Carrer Gran de Gràcia, 160, 08012, Barcelona",0.0,0,20
Oassis Natural Cooking,€,"Passeig de Gràcia, 24, 08007, Barcelona",9.1,368,15
Kuletos,MEDITERRÁNEO,"Carrer del Dr. Trueta nº 220, 08005, Barcelona",9.1,181,24
Can Cortada,MEDITERRÁNEO,"Av. de l'Estatut de Catalunya, s/n, 08035, Barcelona",9.1,443,40
OH BO,MEDITERRÁNEO,"Carrer del Dr. Fleming, 15, 08017, Barcelona",9.1,813,25
Bocca Di Bonifacio - Sardenya,ITALIANO,"Carrer de Sardenya, 360, 08025, Barcelona",9.1,335,15
Zarautz,VASCO,"C/ Elisi, 13, 08014, Barcelona",9.1,525,29
La Venta,CATALÁN,"Plaça del Doctor Andreu, Barcelona, Spain, 08035, Barcelona",9.1,570,40
Brusi 47 Gourmet,CREATIVO,"Carrer de Brusi, 47, 08006, Barcelona",9.3,52,35
Ottantotto,€,"Passatge d'Utset, 2, 08013, Barcelona",9.5,360,18
Tastem,MEDITERRÁNEO,"Carrer de Provença, 88, 08029, Barcelona",9.2,501,25
Impression Lounge,MEDITERRÁNEO,"Carrer de Blai, 46, 08004, Barcelona",8.8,13,20
El Rincón - Grill Restaurant,ASADOR,"Carrer del Carme, 28, 08001, Barcelona",8.8,189,25
Sweet Terraza,YUMS,"Moll d'Espanya, 08039, Barcelona",8.8,12,25
El 90 Restaurante Bar,MEDITERRÁNEO,"Carrer del Consell de Cent, 90, 08015, Barcelona",9.0,328,20
Arabia,ÁRABE,"Carrer dels Escudellers, 25, 08002, Barcelona",9.2,769,25
El Atril,ESPAÑOL,"C/Carders, 23, 08003, Barcelona",9.0,810,25
Albé Barcelona,MEDITERRÁNEO,"C. de Mallorca, 196, 08036, Barcelona",9.7,182,25
Rooftop Ohla Barcelona,INTERNACIONAL,"Via Laietana, 49, 08003, Barcelona",8.1,17,50
Llamber,MEDITERRÁNEO,"Carrer de la Fusina, 5, 08003, Barcelona",9.2,93,35
Miu japonés,JAPONÉS,"Carrer de València, 249, 08007, Barcelona",9.1,400,24
Tipo Tapa,MEDITERRÁNEO,"Carrer de Rogent, 21, 08026, Barcelona",9.2,103,20
La Vespa,ITALIANO,"Carrer del Torrent de l'Olla, 99, 08012, Barcelona",9.1,336,13
Sher-E-Punjab,INDIO,"C/ Méxic, 17, 08004, Barcelona",7.4,279,13
El Nou Ramonet,MEDITERRÁNEO,"Carrer de Carbonell, 5, 08003, Barcelona",9.1,708,35
El All i Oli,CATALÁN,"C/ Alella,3, 08016, Barcelona",9.1,624,24
Balmes,MARISQUERÍA,"C/ Balmes, 413, 08022, Barcelona",9.1,314,40
"Urània II, boat restaurant",MEDITERRÁNEO,"Moll de Mestral, 08005, Barcelona",9.8,20,30
Addis Abeba,ETÍOPE,"Vallespir, 44, 08014, Barcelona",9.4,60,20
Sentore Ristorante Pizzeria Italiana,ITALIANO,"Avinguda Diagonal, 423, 08036, Barcelona",9.2,364,30
Rangoli,INDIO,"Passeig Joan de Borbó, 78, 08039, Barcelona",9.6,2461,21
El Mexicano de Barcelona,MEXICANO,"C/ Villarroel, 233, 08036, Barcelona",9.2,3688,18
Mizuki,JAPONÉS,"Carrer del Cometa, 3, 08002, Barcelona",9.0,307,20
Cabo Bar,MEDITERRÁNEO,"Carrer de la Marina, 124, 08013, Barcelona",9.0,64,25
Via Napoli Restaurant and Pizzeria,ITALIANO,"Carrer de Nàpols, 256, 08025, Barcelona",9.1,133,35
Blai stop,MEDITERRÁNEO,"Carrer de Blai, 6, 08004, Barcelona",9.1,48,10
Casamaki,JAPONÉS,"Carrer d'Europa, 15, 08028, Barcelona",8.9,114,13
Quillo Bar,MEDITERRÁNEO,"Carrer del Rec Comtal, 2, 08003, Barcelona",8.9,120,25
Braseria - El Nacional BCN,ASADOR,"Passeig de Gràcia, 24 Bis, 08007, Barcelona",8.9,104,40
Memorias de China,CHINO,"Carrer de Lincoln, 17, 08006, Barcelona",8.9,807,30
Las Mañanitas,MEXICANO,"Gran Via de les Corts Catalanes, 715, 08013, Barcelona",8.9,174,20
Pepito,MEDITERRÁNEO,"Passatge de Domingo, 3, 08007, Barcelona",9.4,4220,30
Can Culleretes,CATALÁN,"C/ Quintana, 5, 08002, Barcelona",8.9,1858,27
Rincón de Galicia,ASADOR,"C/ Portal Nou, 61, 08003, Barcelona",8.9,10,23
Barnabier,MEDITERRÁNEO,"Carrer de la Marina, 16, Local 3 (Entrada por Passeig Marítimo), 08005, Barcelona",8.7,84,29
Vulcanus Pizza,Yums,"Carrer d'Entença, 64, 08015, Barcelona",9.3,830,18
Season,MEDITERRÁNEO,"Carrer d'Aribau, 125, 08036, Barcelona",9.3,229,29
Senyor Fabra,MEDITERRÁNEO,"Rambla de Fabra i Puig, 51, 08030, Barcelona",9.3,238,18
Oishii Ramen Street - Ronda de Sant Pere,JAPONÉS,"Ronda de Sant Pere, 26, 08010, Barcelona",9.2,822,20
B-ONE,MEDITERRÁNEO,"Plaça de Pau Vila, 08039, Barcelona",7.8,121,25
Meridiana,MEDITERRÁNEO,"Avinguda Meridiana, 305, 08027, Barcelona",7.8,109,14
Ikibana Sarrià,FUSIÓN,"Carrer del Dr. Fleming, 11, 08017, Barcelona",9.0,2896,40
Tapas 2254 Restaurant,AUTOR,"C/ Consell de Cent, 335, 08007, Barcelona",9.0,989,35
Ikibana Paral·lel,JAPONÉS,"Avinguda Paral·lel, 148, 08015, Barcelona",9.0,2433,40
La Taberna Gallega de Marcos,GALLEGO,"Port Olimpic, 08005, Barcelona",9.0,620,30
Arrosseria Xàtiva Gràcia,ARROCERÍA,"C/ del Torrent d'En Vidalet, 26, 08012, Barcelona",8.8,944,30
Villa Caprice,MEDITERRÁNEO,"Avinguda de Gaudí, 3, 08025, Barcelona",8.9,540,25
FISH,MEDITERRÁNEO,"Carrer de Balmes, 180, 08006, Barcelona",8.9,201,30
Brisa Sin Prisa - Poblenou,MEDITERRÁNEO,"Rambla del Poblenou, 59, 08005, Barcelona",8.9,511,23
Cadaqués Cuina Mediterrània,ARROCERÍA,"Carrer de la Reina Cristina, 6, 08003, Barcelona",9.2,84,45
4 Makis,JAPONÉS,"Carrer de Muntaner, 193, 08036, Barcelona",9.0,46,33
Cabo Nou,MEDITERRÁNEO,"C. de Pallars, 243, 08005, Barcelona",9.2,20,25
Gu restaurante,ASIÁTICO,"Carrer de la Independència, 361, 08026, Barcelona",9.0,33,20
Grums restaurant,CATALÁN,"Carrer de Palaudàries, 08004, Barcelona",0.0,0,25
Beirut Barcelona,€,"Travessera de les Corts, 283, 08014, Barcelona",0.0,0,20
ÁNDELE Santa Fe,MEXICANO,"Carrer de Santa Fe de Nou Mèxic, 6, 08017, Barcelona",9.0,52,20
New York Burger - Calle Pelayo,AMERICANO,"Calle de Pelayo, 5, 08001, Barcelona",9.0,51,25
Taj Mahal,INDIO,"Carrer de la Indústria, 166, 08025, Barcelona",7.3,89,16
The Haissala’s,ITALIANO,"Ronda del General Mitre, 220, 08006, Barcelona",9.3,16,12
Al Bistró Gastronomico,MEDITERRÁNEO,"Carrer d'Antoni de Capmany, 72, 08014, Barcelona",7.0,37,20
Racó d'Angel,MEDITERRÁNEO,"Carrer de Folgueroles, 24, 08022, Barcelona",9.6,85,20
La Tagliatella Muntaner,€,"C/ Muntaner, 359, 08021, Barcelona",8.9,203,18
Piazze d'Italia,€,"Carrer de Casanova, 94, 08011, Barcelona",8.9,709,29
